id,source_category,text
267,/boards/forums/stigma.54/,"rebrascora said: What medication are you on and did you know how to adjust it if you are not eating much/anything? If you are not on glucose lowering meds like insulin or gliclazide, then there should be no real concern about going low. Your liver will almost certainly have plenty of stores to bring them back up unless you have been out running a marathon that day and depleted it. What sort of foods were they offering? Breakfasts should be easy as a full English is usually available in most hotels or eggs however you like them maybe with mushrooms and tomatoes or yoghurt of course. Buffet lunch, you can always eat the sausage out of sausage rolls or cheese or meat out of a sandwich or remove the top slice and have it as an open sandwich or leave the crusts to reduce the carb content and leave the crust from any quiche and eat the salad garnish if there is any, which I find most other people aren't interested in anyway. Evening meals, just eat the protein and veg and leave most of the carb rich foods or ask for them to switch in more veggies/salad/coleslaw instead of potatoes or chips etc. and then I find a cheese board instead of a dessert works well when eating out. You have to be prepared to adapt and compromise to some extent and it is probably a lot easier for you to do that than for a chef to devise something that you might ultimately not like or still not be suitable. Most catering profits are made by offering high carb meals because carbs are the cheapest element on the plate..... plus most people are very happy to have a big plate of chips or rice or whatever. Carveries are certainly great for eating out if you are following a low carb way of eating or steak, salad and coleslaw in a restaurant with maybe just a couple of onion rings works well! Click to expand... I am Type 2, there was a thought I might have LADA. I only take Empagliflozin, rest is diet.  The menu at the Venue had 2 main choices, both could be high carb, pie or baked potato, chips, etc the usual. Breakfasts were ok, full English with lots of cereals, cheap bread. Yes you can adapt providing there is enough choice provided……. I’ve been T2 diabetic for 4 years now. I have asked for their menus in advance of meals so I can see what is being provided so I may make a choice but the menu was never available till the morning of the day. I would have imagined the menus to be planned in advance ‍♀️ The venu was attended by several different groups and quite frankly, food seemed rationed! Many going up for seconds but portions were small. There were only sponge puddings, crumbles, no fresh fruit and only bowls of tinned like fruit cocktail ‍♀️ We don’t visit places with carvery’s, there’s not many round by me. Sorry about mish mash replying……"
268,/boards/forums/stigma.54/,"AleGna68 said: I am Type 2, there was a thought I might have LADA. I only take Empagliflozin, rest is diet.  The menu at the Venue had 2 main choices, both could be high carb, pie or baked potato, chips, etc the usual. Breakfasts were ok, full English with lots of cereals, cheap bread. Yes you can adapt providing there is enough choice provided……. I’ve been T2 diabetic for 4 years now. I have asked for their menus in advance of meals so I can see what is being provided so I may make a choice but the menu was never available till the morning of the day. I would have imagined the menus to be planned in advance ‍♀️ The venu was attended by several different groups and quite frankly, food seemed rationed! Many going up for seconds but portions were small. There were only sponge puddings, crumbles, no fresh fruit and only bowls of tinned like fruit cocktail ‍♀️ We don’t visit places with carvery’s, there’s not many round by me. Sorry about mish mash replying…… Click to expand... Presumably they cater for other dietary requirements, vegetarian, gluten free so you may have found those better on carbs. You could have had the pie without the chips and left some of the pastry, eaten the filling of the jacket potato and only a bit of the potato, /the fruit cocktail may not have been too bad if you didn't have the juice, breakfast with the cooked bit but not bothering with cereals. It would be rather tedious for a whole week though. Could you not have taken food to have in your room?"
269,/boards/forums/stigma.54/,"I agree with @Leadinglights Removing the pie filling to eat and so on would have been simple. I’d also have bought my own snacks in case I needed them. Some of those could have been less carby substitutes for the baked potato, etc, meaning you were still full. Interesting that you’re on Empagliflozin - I thought very low carb was contraindicated with the flozins? So maybe you could just have eaten moderate amounts of the carbs at each meal. Do you usually have dessert? I often don’t bother when I’m out somewhere providing the fairly basic food you describe as all the options are not only carby but overly sweet to my palette. A nice coffee is a good substitute with cream and a shot of brandy if they have a bar. Although it can be awkward sometimes when there’s not much choice of food, it’s just that - a bit awkward - not discrimination."
270,/boards/forums/stigma.54/,"Leadinglights said: Presumably they cater for other dietary requirements, vegetarian, gluten free so you may have found those better on carbs. You could have had the pie without the chips and left some of the pastry, eaten the filling of the jacket potato and only a bit of the potato, /the fruit cocktail may not have been too bad if you didn't have the juice, breakfast with the cooked bit but not bothering with cereals. It would be rather tedious for a whole week though. Could you not have taken food to have in your room? Click to expand... The food was limited and place is a conference centre. Soon as most had taken their meal any remain was removed but there wasn’t any I could take. They were serving extremely small portions, when I asked for more veg instead of the potato/chips/baked Spud there was ‘Why, of I don’t think I can do that and turned to try and get permission to another’! I do not eat cereals, high carb and sugar. Also I need a decent quantity of veg and particularly protein as numbers will drop and I don’t like going to bed with low number as unpredictable. Fruit cocktail was cheap catering variety that didn’t have much variety of fruit in it and it’ll be in syrup, which yeah you can leave. No i do not eat pasty, mash…. I may have tiny portion on boiled potatoes. ‍♀️"
271,/boards/forums/stigma.54/,"AleGna68 said: The food was limited and place is a conference centre. Soon as most had taken their meal any remain was removed but there wasn’t any I could take. They were serving extremely small portions, when I asked for more veg instead of the potato/chips/baked Spud there was ‘Why, of I don’t think I can do that and turned to try and get permission to another’! I do not eat cereals, high carb and sugar. Also I need a decent quantity of veg and particularly protein as numbers will drop and I don’t like going to bed with low number as unpredictable. Fruit cocktail was cheap catering variety that didn’t have much variety of fruit in it and it’ll be in syrup, which yeah you can leave. No i do not eat pasty, mash…. I may have tiny portion on boiled potatoes. ‍♀️ Click to expand... What were they providing for those who were vegetarian or gluten free or those with other dietary requirements? If you couldn't take your own food or go out it sounds more like a prison. Perhaps you should report your issues to whoever organises the course/conference you were attending."
272,/boards/forums/stigma.54/,"AleGna68 said: I used to attend a venue for a weeks course twice a year for some years. The last 3 years the menu had deteriorated from really good to lot of high carb cheap fast food and diminishing salad options and quantity. I could barely find enough to eat. Asking for substitutions appeared not to be a possibility as the food was being supplied virtually on the day and they could not guarantee what was being delivered. It was not possible for me to go out of the venue to buy what I needed. I went to the manager to try and explain my needs, sadly he was not amenable and kept quoting the ‘required list of allergens’! He was aggressive and rude. Long story short, I contacted the relevant government department explained the whole experience, they took my explanation seriously and eventually I had a reply that actually agreed I was being discriminated against and replied to each part. However, that is all they do, they then recommended I make a formal complaint to the head of the organisation….. which I did without getting a response which go’s against them. I had already contacted the head of the organisation and was led to believe they were going to help with my problem. However, the onus is then on the complainant to take the matter further, ie court and this is when it all falls apart. Click to expand... Sorry to hear you had such a negative experience @AleGna68 Must have been very frustrating when even when you were listened-to, and had a sympathetic reply there was no real action taken as a result of your concerns"
273,/boards/forums/stigma.54/,"AleGna68 said: Diabetes is considered a disability…….. I get interesting replies from diabetics about this! ‘NICE guide lines’ So, if restaurants can cater for all the other dietary requirements/needs/wants then they certainly should cater for those diabetics who have to have Low Carb diet. Note that apparently they have a directive with 14 ‘allergens’ on but nothing about Low Carb, it’s not hard or rocket science. Many places round me are mostly fast food and have forgotten salad options. Son said ‘just ask for what you want’ ie: bit of this n that providing it in their menu…….. even that doesn’t work often. So……. Going on courses, holidays are a nightmare…….. Click to expand... Diabetes is not always considered a 'disability'. For type 1s on insulin it is, but for people with T2 it's more a case by case basis. I don't have much a problem going out, either here or in Europe. Europe is easy, especially Italy, where many meals are low carb anyway (Meat and veg). I just ask for things to replaced or removed."
274,/boards/forums/stigma.54/,"harbottle said: Diabetes is not always considered a 'disability'. For type 1s on insulin it is, but for people with T2 it's more a case by case basis. Click to expand... That’s an interesting thought. I suppose it relates to the ‘reasonable adjustments’ which employers etc are required to make in their treatment of people who live with conditions referenced under the Equality Act. This from the DUK ‘ Your rights at work ’ page (my emphasis): As someone living with diabetes in England, Scotland or Wales, your rights at work are set out in the Equality Act 2010 . If you live in Northern Ireland, they are in the Disability Discrimination Act 1995 . Both these acts state the steps employers must follow in their treatment of employees and job seekers who have a disability. While you might not think of your diabetes as a disability, you should be protected by these acts. The Equality Act 2010 describes a disability as a physical or mental impairment that has a large long-term negative effect on a person’s ability to carry out normal day-to-day activities . If you take medication, the decision is based on how your impairment would affect you if you didn’t take the medication. So, to ask whether diabetes fits the description of disability , you must consider the effect of diabetes if it wasn’t being treated. ​ The “ whether the diabetes fits the description ” is interesting. Untreated (and by extension unmanaged?) T2 has profound negative consequences (blindness, heart damage, kidney failure etc etc). But one meal here or there at a conference? I’d need much more of a legal brain to understand to what extent the reasonable adjustments apply in terms of the act. I mean… it must apply. But I’m just not sure what ‘reasonable’ means in that context."
275,/boards/forums/stigma.54/,"Years ago - and I mean 10+ years ago - there was a discussion about whether Type 2 diabetes per se was covered by the Equality Act. I think the answer was ‘in some cases’ or uncertain. I can’t remember if this was DUK discussion or if I saw it on a work/trade union website @harbottle @everydayupsanddowns I don’t feel that the provision of the food listed above would count as Discrimination. If you consider it in comparison to food allergies, there’s no compulsion on service providers to provide certain food. The law is that allergens must be accurately labelled , allowing the customer to make safe and appropriate choices - not that the restaurant must provide foods free of allergens. As a related example, there are a number of pizza chains. Coeliac disease and related conditions aren’t uncommon. Some pizza chains offer gluten free pizzas, some don’t. The ones who don’t aren’t breaking any law. A ‘diabetes diet’ wouldn’t be covered anyway because there isn't one."
276,/boards/forums/stigma.54/,"I've worked in a large multi national company on delivering assistive technology and its a tricky area. The law is very unhelpful as nowhere does it define 'reasonable'. I tended to start from the point of could it be done with existing resources and budget and then take it from there. I did find that people wanted to be helpful but it often got lost in a call logging system and much of what I did was just finding the right person. One user wanted a braille printer which to me seemed reasonable but actually involved a huge amount of work. That meant in one instance it was a reasonable request - printer for a visually impaired person but on the other would cost a lot of money and be very expensive to support which the law sort of implies isn't reasonable. For Diabetes I think its more about allowing breaks to take snacks, medicine or insulin; being allowed to carry your mobile phone if you aren't normally and understanding around sick days. One person I was speaking to recently was telling me that until recently one of the major supermarket chains wouldn't allow them to carry anything on the shop floor and breaks were taken at the end of the shift. That seems unreasonable to me (and has since changed). I think the food example probably isn't reasonable (from a legal point of view) as its a one off (each diabetic is different), difficult to plan (again each person would have different needs) and probably expensive to do on a case by case basis."
277,/boards/forums/stigma.54/,"Leadinglights said: What were they providing for those who were vegetarian or gluten free or those with other dietary requirements? If you couldn't take your own food or go out it sounds more like a prison. Perhaps you should report your issues to whoever organises the course/conference you were attending. Click to expand... The organise action specifically says not to bring your own food! There’s not a fridge in you room anyway. They had been fully informed of my dietary needs and said to my organiser that they would cater for them, however it was as expected, different."
278,/boards/forums/stigma.54/,"Standup said: I've worked in a large multi national company on delivering assistive technology and its a tricky area. The law is very unhelpful as nowhere does it define 'reasonable'. I tended to start from the point of could it be done with existing resources and budget and then take it from there. I did find that people wanted to be helpful but it often got lost in a call logging system and much of what I did was just finding the right person. One user wanted a braille printer which to me seemed reasonable but actually involved a huge amount of work. That meant in one instance it was a reasonable request - printer for a visually impaired person but on the other would cost a lot of money and be very expensive to support which the law sort of implies isn't reasonable. For Diabetes I think its more about allowing breaks to take snacks, medicine or insulin; being allowed to carry your mobile phone if you aren't normally and understanding around sick days. One person I was speaking to recently was telling me that until recently one of the major supermarket chains wouldn't allow them to carry anything on the shop floor and breaks were taken at the end of the shift. That seems unreasonable to me (and has since changed). I think the food example probably isn't reasonable (from a legal point of view) as its a one off (each diabetic is different), difficult to plan (again each person would have different needs) and probably expensive to do on a case by case basis. Click to expand... Well I think it was the EMEA, had said my treatment had been discriminatory. I hear all diabetics are different, yes in as much as to what is tolerated however it is well recognised that carbohydrates can cause issues with most diabetics. The differences can be the medications people are prescribed. I have only one medication - Empagliflozin, I do not inject. The issue here is many need to watch consumption of carbohydrates as we all know they convert into sugar in the body. How hard is it to be mindful, majority of catering establishments as I have said, cater for vegetarian, vegan, Gluten free and the obvious those who have allergies  to foodstuffs. You may say that T2 Diabetics have an intolerance to carbohydrates and yes each persons reactions will be different, however how hard is it to provide plain meat, fish, veg, fresh fruit ‍♀️  What I sadly finding is limitation of provisions and cheap high carbohydrates can be majority of choice on the counter! I am well aware of mixing and matching, this is totally fine so long as there are items you can do this with and ypu have cooperation of staff. It is a need not a want. Many like myself are effectively being excluded. I have to seriously think if I can attend a weeks course where its said not to bring your own provisions and even if I did, where would they be kept. I am hearing a lot of resistance to a simple solution that would make a lot of difference to those like me. The point here IS Vegetarian and vegan are catered for, this is a choice they make which they have a right to. No one chooses to have diabetes."
279,/boards/forums/stigma.54/,"I can appreciate the issue with bringing your own food if it needs a fridge. But I am surprised they could stop you taking food that can be kept at room temperature - I always carry cereal/nut bars around with me and, have travelled with someone who always has sachets of tuna and olives as she knows she has specific dietary requirements. Yes, it is frustrating when your dietary needs are not catered for or understood. I remember one occasion when I struggled to convince a waiter at a work event that prawns (or ""shrimps"" as she called them because it was in Texas) are not vegetarian and another work event where the only vegetarian main course served was pasta until I complained on day 4. But by avoiding certain foods (e.g. leaving the meat on my plate as a vegetarian or chips if you are following a low carb diet) and bringing enough ""back ups"" in my luggage, I have always got by and never felt overly aggrieved."
280,/boards/forums/stigma.54/,"AleGna68 said: The point here IS Vegetarian and vegan are catered for, this is a choice they make which they have a right to. Click to expand... I disagree. There are many reasons for eating a vegetarian diet and they are not all choice. For example, Jainism dictates vegetarianism and some people have an intolerance to meat. And, as I explained in my previous comment, vegetarianism is NOT always catered for."
281,/boards/forums/stigma.54/,"Leadinglights said: Presumably they cater for other dietary requirements, vegetarian, gluten free so you may have found those better on carbs. You could have had the pie without the chips and left some of the pastry, eaten the filling of the jacket potato and only a bit of the potato, /the fruit cocktail may not have been too bad if you didn't have the juice, breakfast with the cooked bit but not bothering with cereals. It would be rather tedious for a whole week though. Could you not have taken food to have in your room? Click to expand... Gluten free is not lower carb and I need meat, eggs, cheese. The diet is Low carb, high protein which if you actually can get protein from other foodstuffs is probably ok. Eating only the filling might be ok providing there is enough meat in it. Indeed it was a nightmare. I was very lucky on my course was a lady who knew only too well my issues as she had to help many people in her care as head of a department who organises home helps, thats probably insulting her but I, not sure exactly her roll, but she insisted on taking me in her car to the supermarket to buy provisions - she was annoyed with the place on my behalf."
282,/boards/forums/stigma.54/,"helli said: I disagree. There are many reasons for eating a vegetarian diet and they are not all choice. For example, Jainism dictates vegetarianism and some people have an intolerance to meat. And, as I explained in my previous comment, vegetarianism is NOT always catered for. Click to expand... You may well disagree, but this does not change the fact that vegetarian and veganism is catered for. Religious reasons are not the same as medical reasons, so why shouldn’t a diabetics dietary ‘needs’ be catered for?"
283,/boards/forums/stigma.54/,"harbottle said: Diabetes is not always considered a 'disability'. For type 1s on insulin it is, but for people with T2 it's more a case by case basis. I don't have much a problem going out, either here or in Europe. Europe is easy, especially Italy, where many meals are low carb anyway (Meat and veg). I just ask for things to replaced or removed. Click to expand... Read the NICE guidelines, I believe is says medicated, and I am."
284,/boards/forums/stigma.54/,"helli said: I can appreciate the issue with bringing your own food if it needs a fridge. But I am surprised they could stop you taking food that can be kept at room temperature - I always carry cereal/nut bars around with me and, have travelled with someone who always has sachets of tuna and olives as she knows she has specific dietary requirements. Yes, it is frustrating when your dietary needs are not catered for or understood. I remember one occasion when I struggled to convince a waiter at a work event that prawns (or ""shrimps"" as she called them because it was in Texas) are not vegetarian and another work event where the only vegetarian main course served was pasta until I complained on day 4. But by avoiding certain foods (e.g. leaving the meat on my plate as a vegetarian or chips if you are following a low carb diet) and bringing enough ""back ups"" in my luggage, I have always got by and never felt overly aggrieved. Click to expand... You may come into problems bringing food into another country… Some are very very strict on that. Taking your own food runs the risk of getting food poisoning without proper storage. I’ve been there done that in another place. Bought a motorised cool box but I couldn’t leave the electrics on due to fire risks in a listed building and it wasn’t that efficient."
285,/boards/forums/stigma.54/,"AleGna68 said: You may well disagree, but this does not change the fact that vegetarian and veganism is catered for. Religious reasons are not the same as medical reasons, so why shouldn’t a diabetics dietary ‘needs’ be catered for? Click to expand... In my experience vegetarians are NOT always catered for. I have been to many events where there is no options of vegetarians. I have also requested a vegetarian meal only for them to ""run out"" before I was given my meal. It is easier to be more aware of restriction sthat affect us than restrictions that affect others. But don't assume it is easy for vegetarians. I mentioned religion (and medical reason such as intolerance to meat) as it is covered under the UK discrimination laws like disability. If someone had been vegetarian due to, for example, religious (or any other) beliefs all their life, I expect there would be a medical issue to manage soon afterwards."
286,/boards/forums/stigma.54/,"AleGna68 said: I note that you are a T1 and I’m T2. Oh by the way, where is it you travel to, as we are going to Bangkok next year and already I’m wondering how to manage. I pay to have Libre monitors and its quite clear from it that my meals do spike AND I’ve been criticised by the diabetes nurse! Click to expand... Thai food is lovely! One of my favourites. I love the flavours and they normally have reasonable amounts of veg. I found the desserts a bit sweet but the fresh fruit was lush. I’m sure there’ll be plenty you can eat."
287,/boards/forums/stigma.54/,"MikeyBikey said: I mentioned previously that there were additional hospital menus for ethnic minorities+race an It was very good religion) so I thought I would try one. It was very good and came with a decent portion of fish. There was also a nutritional breakdown so I am trying another this evening (arriving now). Click to expand... Oh dear. There was I looking forward to.a decent meal and I was delivered the wrong one, and to add insult to injury it was pureed! As my BG was 4.9.and I had injected I just ate it - quite weird with no texture which seemed to make it quite bland!"
288,/boards/forums/stigma.54/,"My diabetes nurse looks at the results and says it’s what I am eating causing the readings over 9! As you know it is all dependant on how the person reacts and as I said, I have only Empagliflozin, I am type 2, no insulin. Yes it was not a great time walking the corridor to find the bits I had in the fridge. This was a new venue for me so ‘trusted’ the claim and the so called reassurance I was given. ‘All my fussiness’! Sorry I disagree, it is not fussiness to have dietary needs to keep healthy. What about those with allergies? Breakfasts where there is a cooked options is ok, proteins. If I go high I can feel nauseous, when I was experiencing lower readings I felt lightheaded and odd. Yes I feel stressed which is also in the mix as I understand, but why do we have to hid our ‘needs’ not choices. Why do we need to hide what we need to feel comfortable and secure. There is a great need for education about diabetes and what those who have it need? Care in the community?? Care for each other? Has no one heard of ‘Diabetes Distress’?? What I was endeavouring to show is the lack of knowledge what diabetes is all about for those who have to live differently and hopefullly encourage education in catering etc…. The difficulties. Type 2s are judged - overweight, eats the wrong foods in quantity, but this is not the whole truth, it’s not for me……. I ate very little, mine is through a mix of things and causes. I’d like diabetesUK to do more for T2’s by putting more information out and helping more than just saying ‘we can eat what we like’ that is so wrong."
289,/boards/forums/stigma.54/,"everydayupsanddowns said: Sorry to hear you had such a negative experience @AleGna68 Must have been very frustrating when even when you were listened-to, and had a sympathetic reply there was no real action taken as a result of your concerns Click to expand... Your legal rights when you have diabetes Is diabetes a disability? If you have type 1 diabetes, type 2 diabetes or another type of diabetes and need to take insulin or other medication for your diabetes, it's generally seen as a disability under the Equality Act 2010, or if you live in Northern Ireland — the Disability Discrimination... www.diabetes.org.uk"
290,/boards/forums/stigma.54/,"I still eat out and enjoy Asian (with rice), Italian (chicken in a sauce or fish) and I have even eaten Pork Knuckle in Norway. If the meal comes with carbs like rice or potato then I either just eat a small amount or ask if they can swap the carbs for more vegetables, not normally a problem. Events often have a menu otherwise I  eat before I go. For meals with friends I try not to make a fuss and will sometimes take some homemade rolls with me so I can eat them with my meals. All that said I can understand the complaint from the OP. Restaurants could do more to help with this by making keto style foods which gets around the issue of calling them diabetic foods. I have seen the odd restaurant that does keto foods but not in the UK. Using keto recipes for substitutions is a regular habit of mine Corporate events however are just a pain in the neck and the food that is provided is absolutely rubbish."
291,/boards/forums/stigma.54/,"All my fussiness’! Sorry I disagree, it is not fussiness to have dietary needs to keep healthy. What about those with allergies? As I hope you realised the “my” in “all my fussiness” applied to me, as I was talking about my food preferences and routines. Now, some of my preferences are perfectly reasonable but some, I acknowledge, might be ‘unnecessary’. I politely suggest some of your ‘needs’ are more like preferences. When we’re out we sometimes can’t have exactly the foods we prefer. I went out for a meal yesterday and what I ended up choosing was a compromise. It wouldn’t have been what I’d have cooked for myself, but it was fine. I would also repeat that I think you’re being overly strict on your ‘good foods, bad foods’ designations, as evidenced by your erroneous belief that oats are the only healthy cereal, and the fact that you chose to avoid carbs because they were ‘bad carbs’ when they weren’t, and then went low. If I go high I can feel nauseous, when I was experiencing lower readings I felt lightheaded and odd . Going high is unpleasant and stressful. If you’re eating minimally and your blood sugar is still high (how high are you going?) then maybe your meds need a review. That is, it’s not your fault and not due to the minimal things you’re eating, but that you’re not on quite the right meds for you. Yes I feel stressed which is also in the mix as I understand, but why do we have to hide our ‘needs’ not choices. Why do we need to hide what we need to feel comfortable and secure. Those are two separate things. I’d dispute that all your food preferences were needs. Feeling comfortable and secure is an emotional need. I absolutely understand your need to feel that, and that it’s unsettling not to feel it, but that’s not discrimination. You could also have satisfied those emotional needs and concerns by bringing along your own food. That would have reassured you and would have been a food ‘comfort blanket’, knowing you had your own food items to fall back on. Type 2s are judged - overweight, eats the wrong foods in quantity, but this is not the whole truth, it’s not for me……. I ate very little, mine is through a mix of things and causes. I’d like diabetesUK to do more for T2’s by putting more information out and helping more than just saying ‘we can eat what we like’ that is so wrong. I don’t think Type 2 is your fault and I’m sorry you’ve developed it. The ‘you can eat what you like’ message isn’t one I’ve seen from Diabetes U.K. and if that was implied, then that would be aimed at Type 1s, but even then it more means that no foods are forbidden rather than ‘you can sit down and eat a mega amount of fat and sugar each day and be fine’. The recommended diet for Type 1s is the same healthy diet recommended for everyone else, with occasional treats, not ‘anything you like in any quantity you like’. Diabetes U.K. has a lot of information for Type 2s, eg how to reduce your risk of developing it, meal planners, recipes, etc."
292,/boards/forums/stigma.54/,"AleGna68 said: Your legal rights when you have diabetes Is diabetes a disability? If you have type 1 diabetes, type 2 diabetes or another type of diabetes and need to take insulin or other medication for your diabetes, it's generally seen as a disability under the Equality Act 2010, or if you live in Northern Ireland — the Disability Discrimination... www.diabetes.org.uk Click to expand... That doesn’t apply to restaurants though - unless they refused to let you in because you had diabetes. Restaurants don’t have to provide every diet. Take the vegan diet. Veganism is recognised as a belief and this was confirmed in a U.K. court a few years ago. This means it’s covered by the Equality Act BUT that coverage is to do with discrimination at work, etc. It does NOT mean Mr Meaty’s Carnivore Steakhouse has to provide vegan meals!"
293,/boards/forums/stigma.54/,"Apologies, a bit late to this one - eating out is challenging, as mentioned before, because a lot of restaurant meals are relatively high in carbs as they are cheaper ""fillers"" than more expensive protein for example so are more cost-effective for the establishment - that will never change though - just ask for a less-carby alternative and most places will reciprocate - but there is no discrimination there as there is no law  against it - it would be very handy if you could get nutritional info for every meal out, but that is not practical - but you do need some carbs - just work out what ones are ok for you (I have no problem with rice for example, as it digests so slowly (for me), so am not too bothered about it (I take less insulin than the textbooks etc, say I should (I am Type 1 so it is different)) but bread will need a lot more attention (plus my mum's very thick cut chips today, for which I under-cooked it on the insulin) - I get your frustration though"
294,/boards/forums/stigma.54/,"AleGna68 said: May be you can tell me how YOU Flex’ your diet? As I’ve said, you can flex a diet when there are options you actually can choose from, if there is limited menu and many restaurants have reduced choices due to costs etc…. Click to expand... Sometimes that might mean a bit of rice or potato, or such like.  Obviously nothing containing gluten. I like to think I look after myself pretty well, overall, but one day with a potato or some rice isn't going to change my axis or ruin my blood numbers over the longer term. My philosophy is that life is for living. There are no trial runs and I can't be bothered bolstering up for negotiations every time we eat somewhere new. I see my job as fitting in with the world.  Not the other way around."
295,/boards/forums/stigma.54/,"AleGna68 said: No fridges, it was categorily  stated NO food to be brought in! I was assured they would cater for my needs, different story when I arrived. No one apparently was told in spite of being informed weeks ago! I then had 3 stressful days with BG going lower and lower….. For me, I’m still learning and it’s stressing, which is no help either. IF they said they would cater, then why didn’t they? I fully believe they did not have a qualified chef. Huge difference in The Eden Project when we went in my early days. They fetched the chef for me, he listened and totally understood and was not offended like many.  He provided me with a meal. I will give him the credit he deserves. Click to expand... Do they frisk you or check your bags for contraband? Nobody is suggesting bringing a raw chick and your airfryer to cook in your room."
296,/boards/forums/stigma.54/,"AleGna68 said: I note that you are a T1 and I’m T2. Oh by the way, where is it you travel to, as we are going to Bangkok next year and already I’m wondering how to manage. I pay to have Libre monitors and its quite clear from it that my meals do spike AND I’ve been criticised by the diabetes nurse! Click to expand... Ooooh.  We spend a fair amount of time in Thailand.  In fact we are currently awaiting visa approval for our next trip. I find Thailand easy for low carb.  There are lots of choices.  Gluten-free is the much greater challenge for me, but many places actually use coconut aminos instead of soy sauce, which helps. There are lots of BBQ based dishes - even if they're done in an oven.  Their belly pork can be divine and lots of their chicken dishes are delicious. When I have curry, I just don't order rice.  First time around the person taking the order might raise an eyebrow (showing they think I'm some sort of nutter), but they just move one. Most restuarant serve the components of means separately, so curry in a bowl, rice on another plate and veg also in a bowl. Of course there are very carby alternatives, but I can live happily without them. I always come back from Thailand very trim and have my best HbA1cs when returning too. If you have concerns there are some very good Thai<>English translation apps if you want to ask questions.  I'd suggest downloading one before you go, and the Thai keyboard, so that they can type in their responses which the app will translate for you. This is the one I use, on iOS, but I'm sure it'll be available in the Google store too: Gosh.  That's big!"
297,/boards/forums/stigma.54/,"I have found that Pret a Manger and Itsu (ok two sides of the same coin) both do actually list the full nutritional content of their meals - as is, not per 100 grams or stupid ""per 1/77845345th of"" measures. We get stuff on Deliveroo at work so they are quickly becoming my staple. Someone else mentioned the Lounges here - there is one about a 15-minute walk from where I live and I've never had a problem with anything they've offered there (granted, a fish finger sandwich - sadly no longer on the menu - is probably not the ideal choice...) and there are plenty of low-carb options. They're also really good at catering for gluten-free - my wife's cousin has coeliac disease and is (justifiably) paranoid about places but she's eaten there a few times and she's come out the other side OK each time."
298,/boards/forums/stigma.54/,"Martyn Lambert said: I have found that Pret a Manger and Itsu (ok two sides of the same coin) both do actually list the full nutritional content of their meals - as is, not per 100 grams or stupid ""per 1/77845345th of"" measures. We get stuff on Deliveroo at work so they are quickly becoming my staple. Someone else mentioned the Lounges here - there is one about a 15-minute walk from where I live and I've never had a problem with anything they've offered there (granted, a fish finger sandwich - sadly no longer on the menu - is probably not the ideal choice...) and there are plenty of low-carb options. They're also really good at catering for gluten-free - my wife's cousin has coeliac disease and is (justifiably) paranoid about places but she's eaten there a few times and she's come out the other side OK each time. Click to expand... Nandos is also pretty good, as long as you stay away from the Portuguese tart."
299,/boards/forums/stigma.54/,"AleGna68 said: Last July I attended a residential course where the venue organisers said you are not to bring your own food, they will cater! Yeah right…… So I trusted them, did they cater for my needs??? NO, numbers going through the floor because I wasn’t getting enough to eat and nothing I could buy in house. Yes, I spoke to the catering, 2/3 days I was not being listened to - TILL one night BG gone so low I was frighted to go to bed……. I had a lady who took me to get some foods, so walked long way to fridge to get some. Didn’t work quickly enough and a member of staff was worried, had phoned the manager at 11;30pm! Only then taken seriously! Click to expand... Having read the thread, I think I’m agreeing with everyone else in concluding this is a problem with your approach being too rigid. And I say that as an autistic with my own rigid approaches at times… so I can understand how sometimes people can stuck in fixed routines as that feels most comfortable As you take a flozin you should not be eating too low carb, as going too close to ketosis can increase the risk of DKA. So assuming you were keen to stick to a low carb breakfast (usually more doable when away too), you needed to include some carbs in your lunch and dinner. As you mention your blood sugar going too low later on, this shows you weren’t eating enough carbs and needed to increase your carbs above what you ate. So at the specific event mentioned, you could have just eaten more of the provided food, especially some of the carb elements, solving this whole thread. It would have been sensible to take some both low carb and high carb snacks with you. I know you say this isn’t allowed but they weren’t searching your bags and you’re an adult so need to do what’s required, so long as it’s legal and not causing harm to other people. If the low bgs are a continuing problem or you’re having to stick to a rigid diet to avoid lows, then I’d look to stop the flozin (asking a medical professional first) since you seem keen on a low carb diet. There may be other reductions in your medication recommended too but it would need a professional to review with you."
300,/boards/forums/stigma.54/,"Also to add, I don’t think there’s anything discriminatory in this. Discrimination would be saying you couldn’t attend the event or restaurant because you’re diabetic. Restaurants don’t need to cater for all diets, or for allergies. All they need to do is tell you what’s in their food, if they say sorry we’re not able to safely cater for your nut allergy due to cross contamination risks that’s fine. They’re not discriminating. they’re giving you the information to make your own decisions about your health. In terms of reasonable adjustments for diabetes at work events - next time you could ask for the menu in advance so you could decide whether you need to bring your own food or not. Or you could reflect on whether you could have worked around what was available given your low blood sugar issues, depending which option you prefer."
301,/boards/forums/stigma.54/,"it’s crazy how they only started listening once it became an emergency, like why does it always have to get that bad before people take us seriously? I totally get your frustration. Being told “don’t bring your own food, we’ll cater” then being left basically starving? That’s not just inconvenient, it’s dangerous."
302,/boards/forums/stigma.54/,There was plenty of food @Val_G g If you read the whole thread you’ll see that wasn’t really the issue and it certainly wasn’t “dangerous”. I see you’re the parent of someone with diabetes @Val_G What type of diabetes do they have? Or is it you with the diabetes?
